epoch,train_loss,val_loss,train_acc,val_acc
1,0.320984334701231,0.09182785812131954,0.8869554331497246,0.9704610951008645
2,0.16898892700493068,0.17998364383102494,0.9407861792689034,0.9445244956772334
3,0.16168416188875914,0.1655261237711058,0.9420380570856285,0.9445244956772334
4,0.1387832476181511,0.11335745889167449,0.9491737606409615,0.9618155619596542
5,0.12614728492471536,0.12515612605889395,0.9540560841261893,0.9538904899135446
6,0.11788378536149031,0.09427901910905127,0.956685027541312,0.9697406340057637
